"punishment";"offence";"age";"tot";"length";"region";"2023"
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"22 - 30 days";"Vordingborg";4
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"22 - 30 days";"Assens";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"22 - 30 days";"Faaborg-Midtfyn";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"22 - 30 days";"Kerteminde";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"22 - 30 days";"Langeland";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"22 - 30 days";"Middelfart";5
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"22 - 30 days";"Nordfyns";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"22 - 30 days";"Nyborg";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"22 - 30 days";"Odense";18
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"22 - 30 days";"Svendborg";5
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"22 - 30 days";"Ærø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"22 - 30 days";"Billund";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"22 - 30 days";"Esbjerg";17
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"22 - 30 days";"Fanø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"22 - 30 days";"Fredericia";9
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"22 - 30 days";"Haderslev";5
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"22 - 30 days";"Kolding";5
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"22 - 30 days";"Sønderborg";6
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"22 - 30 days";"Tønder";6
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"22 - 30 days";"Varde";8
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"22 - 30 days";"Vejen";4
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"22 - 30 days";"Vejle";15
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"22 - 30 days";"Aabenraa";10
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"22 - 30 days";"Favrskov";5
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"22 - 30 days";"Hedensted";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"22 - 30 days";"Horsens";10
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"22 - 30 days";"Norddjurs";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"22 - 30 days";"Odder";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"22 - 30 days";"Randers";9
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"22 - 30 days";"Samsø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"22 - 30 days";"Silkeborg";10
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"22 - 30 days";"Skanderborg";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"22 - 30 days";"Syddjurs";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"22 - 30 days";"Aarhus";17
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"22 - 30 days";"Herning";11
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"22 - 30 days";"Holstebro";7
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"22 - 30 days";"Ikast-Brande";10
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"22 - 30 days";"Lemvig";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"22 - 30 days";"Ringkøbing-Skjern";6
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"22 - 30 days";"Skive";5
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"22 - 30 days";"Struer";5
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"22 - 30 days";"Viborg";9
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"22 - 30 days";"Brønderslev";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"22 - 30 days";"Frederikshavn";4
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"22 - 30 days";"Hjørring";6
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"22 - 30 days";"Jammerbugt";4
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"22 - 30 days";"Læsø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"22 - 30 days";"Mariagerfjord";4
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"22 - 30 days";"Morsø";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"22 - 30 days";"Rebild";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"22 - 30 days";"Thisted";7
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"22 - 30 days";"Vesthimmerlands";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"22 - 30 days";"Aalborg";20
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"22 - 30 days";"Unknown municipality";134
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Copenhagen";126
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Frederiksberg";9
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Dragør";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Tårnby";8
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Albertslund";5
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Ballerup";8
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Brøndby";5
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Gentofte";6
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Gladsaxe";12
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Glostrup";10
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Herlev";7
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Hvidovre";12
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Høje-Taastrup";10
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Ishøj";9
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Lyngby-Taarbæk";6
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Rødovre";8
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Vallensbæk";4
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Allerød";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Egedal";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Fredensborg";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Frederikssund";7
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Furesø";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Gribskov";10
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Halsnæs";6
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Helsingør";14
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Hillerød";11
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Hørsholm";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Rudersdal";5
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Bornholm";13
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Christiansø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Greve";7
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Køge";9
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Lejre";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Roskilde";17
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Solrød";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Faxe";8
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Guldborgsund";19
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Holbæk";16
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Kalundborg";13
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Lolland";19
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Næstved";19
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Odsherred";8
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Ringsted";4
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Slagelse";15
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Sorø";7
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Stevns";4
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Vordingborg";6
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Assens";9
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Faaborg-Midtfyn";7
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Kerteminde";4
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Langeland";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Middelfart";12
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Nordfyns";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Nyborg";9
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Odense";54
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Svendborg";5
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Ærø";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Billund";6
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Esbjerg";29
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Fanø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Fredericia";23
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Haderslev";15
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Kolding";20
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Sønderborg";11
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Tønder";9
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Varde";15
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Vejen";6
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Vejle";29
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Aabenraa";4
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Favrskov";7
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Hedensted";13
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Horsens";22
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Norddjurs";11
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Odder";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Randers";20
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Samsø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Silkeborg";21
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Skanderborg";4
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"31 - 60 days";"Syddjurs";5
