"Persons guilty in crimes by type of offence, region and time"

" "," ","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
" ","Aalborg",3,2,3,1,3,10,3,3,4,5
"Offences against personal liberty"
" ","All Denmark",83,75,87,83,93,75,63,92,95,98
" ","Region Hovedstaden",15,23,26,32,34,23,14,32,18,30
" ","Copenhagen",2,6,9,10,11,8,4,13,11,11
" ","Frederiksberg",0,0,0,1,4,3,0,1,0,2
" ","Dragør",0,0,0,0,0,0,0,0,0,0
" ","Tårnby",1,0,2,0,2,0,1,2,0,2
" ","Albertslund",0,0,0,0,1,2,0,0,1,0
" ","Ballerup",1,2,1,2,0,0,0,2,0,0
" ","Brøndby",3,0,0,4,3,0,0,0,1,0
" ","Gentofte",0,0,1,0,0,1,0,0,0,0
" ","Gladsaxe",2,3,4,0,0,0,1,2,0,2
" ","Glostrup",0,0,0,1,1,0,0,1,0,1
" ","Herlev",1,1,0,0,0,0,2,0,0,1
" ","Hvidovre",0,3,1,1,0,1,3,4,0,1
" ","Høje-Taastrup",2,1,2,1,1,2,1,0,2,0
" ","Ishøj",0,1,1,0,1,0,0,0,0,1
" ","Lyngby-Taarbæk",0,0,0,0,1,0,0,0,0,0
" ","Rødovre",0,0,1,0,0,0,0,0,0,0
" ","Vallensbæk",0,0,0,2,0,0,0,1,0,2
" ","Allerød",0,1,0,0,0,0,0,0,0,0
" ","Egedal",0,0,0,1,0,1,0,1,0,1
" ","Fredensborg",0,0,0,0,0,0,0,2,0,1
" ","Frederikssund",0,2,1,1,3,2,1,1,0,0
" ","Furesø",0,0,0,2,2,2,0,0,1,0
" ","Gribskov",0,0,1,1,2,0,0,1,0,0
" ","Halsnæs",1,0,1,0,0,0,0,0,0,1
" ","Helsingør",1,2,1,1,0,0,0,0,1,1
" ","Hillerød",1,0,0,3,2,0,1,0,1,1
" ","Hørsholm",0,0,0,0,0,0,0,0,0,0
" ","Rudersdal",0,1,0,0,0,1,0,1,0,0
" ","Bornholm",0,0,0,1,0,0,0,0,0,2
" ","Christiansø",0,0,0,0,0,0,0,0,0,0
" ","Region Sjælland",20,12,16,10,16,8,13,18,7,20
" ","Greve",1,0,1,0,2,0,0,2,0,0
" ","Køge",0,1,1,0,1,1,3,4,1,1
" ","Lejre",0,0,0,0,0,0,0,1,0,0
" ","Roskilde",1,0,0,1,3,0,0,1,0,0
" ","Solrød",0,0,1,1,1,0,1,0,0,1
" ","Faxe",0,0,2,1,0,1,0,1,0,1
" ","Guldborgsund",0,1,1,3,2,2,1,1,0,0
" ","Holbæk",0,1,1,0,1,1,1,0,1,6
" ","Kalundborg",4,0,2,0,0,0,0,1,0,3
" ","Lolland",0,2,0,1,2,0,1,1,1,1
" ","Næstved",1,2,3,1,0,1,1,1,0,4
" ","Odsherred",0,2,0,0,1,0,0,1,0,2
" ","Ringsted",1,0,0,1,0,1,1,1,0,0
" ","Slagelse",10,0,1,0,2,1,1,2,2,1
" ","Sorø",0,1,0,0,1,0,0,0,0,0
" ","Stevns",1,1,0,0,0,0,0,0,0,0
" ","Vordingborg",1,1,3,1,0,0,3,1,2,0
" ","Region Syddanmark",23,18,19,18,20,20,10,17,31,26
" ","Assens",0,0,0,1,3,0,0,1,1,1
" ","Faaborg-Midtfyn",1,0,0,2,0,1,0,0,1,0
" ","Kerteminde",0,0,0,0,0,0,0,0,0,0
" ","Langeland",0,1,0,0,0,0,0,0,1,0
" ","Middelfart",0,0,0,0,2,1,0,1,0,3
" ","Nordfyns",0,0,0,0,0,0,0,1,0,3
" ","Nyborg",0,1,2,1,0,1,0,0,4,0
" ","Odense",4,3,4,1,4,5,2,6,4,7
" ","Svendborg",1,1,0,2,2,1,1,0,1,1
" ","Ærø",0,0,0,0,0,0,0,0,0,0
" ","Billund",0,1,0,0,0,0,0,2,0,0
" ","Esbjerg",6,1,1,2,1,2,1,1,2,1
" ","Fanø",0,0,0,0,0,0,0,0,0,0
" ","Fredericia",1,0,2,0,1,1,0,0,5,0
" ","Haderslev",1,1,2,0,1,0,0,1,1,0
" ","Kolding",3,3,2,1,0,1,0,1,2,2
" ","Sønderborg",0,0,3,0,0,1,0,1,2,2
" ","Tønder",0,0,0,1,0,0,1,0,0,1
" ","Varde",0,0,1,0,1,1,0,0,1,0
" ","Vejen",2,3,0,2,2,0,1,0,0,1
" ","Vejle",3,0,1,4,1,3,2,1,5,3
" ","Aabenraa",1,3,1,1,2,2,2,1,1,1
" ","Region Midtjylland",18,16,21,17,12,18,19,17,27,17
" ","Favrskov",1,0,2,0,0,1,1,1,0,0
" ","Hedensted",0,0,1,0,0,1,1,0,1,3
" ","Horsens",5,0,0,2,0,3,2,1,3,2
" ","Norddjurs",1,0,2,0,0,0,0,1,3,0
" ","Odder",0,1,0,0,0,0,0,0,1,0
" ","Randers",2,4,0,1,1,1,3,2,2,1
" ","Samsø",0,0,0,0,0,0,0,0,1,0
" ","Silkeborg",3,0,4,0,2,0,1,1,1,0
" ","Skanderborg",2,0,0,0,0,0,0,0,1,0
" ","Syddjurs",0,0,0,0,0,0,0,3,0,0
" ","Aarhus",1,6,5,4,6,3,3,4,7,3
" ","Herning",0,1,3,3,0,3,3,0,0,2
" ","Holstebro",0,0,0,4,1,4,0,0,2,0
" ","Ikast-Brande",0,4,1,0,1,0,1,4,1,2
" ","Lemvig",0,0,0,1,0,0,1,0,0,0
" ","Ringkøbing-Skjern",1,0,0,0,1,0,0,0,2,2
" ","Skive",0,0,1,0,0,1,1,0,1,1
" ","Struer",1,0,1,0,0,0,0,0,0,0
" ","Viborg",1,0,1,2,0,1,2,0,1,1
" ","Region Nordjylland",7,6,5,6,11,6,7,8,12,5
" ","Brønderslev",0,0,0,0,0,0,0,1,0,1
" ","Frederikshavn",1,1,1,1,0,0,0,0,2,0
" ","Hjørring",0,3,0,0,3,3,1,1,2,0
" ","Jammerbugt",0,0,0,0,0,0,2,0,0,0
" ","Læsø",0,0,0,0,0,0,0,0,0,0
" ","Mariagerfjord",1,0,0,3,0,0,1,1,3,1
" ","Morsø",3,0,0,0,1,1,0,0,0,0
" ","Rebild",0,0,0,1,0,0,0,0,1,0
" ","Thisted",0,0,0,0,1,0,0,0,0,0
" ","Vesthimmerlands",2,0,3,0,1,0,1,1,0,0
" ","Aalborg",0,2,1,1,5,2,2,4,4,3
"Threats"
" ","All Denmark",640,561,615,571,591,588,637,804,723,666
" ","Region Hovedstaden",176,170,157,158,159,165,193,242,205,208
" ","Copenhagen",67,61,58,57,54,59,74,83,78,82
" ","Frederiksberg",7,6,3,5,7,3,5,14,5,6
" ","Dragør",1,1,0,0,0,0,0,1,1,1
" ","Tårnby",0,0,3,3,4,1,1,5,1,5
" ","Albertslund",1,6,2,4,0,7,5,10,4,4
" ","Ballerup",7,4,3,3,4,10,5,8,8,9
" ","Brøndby",6,9,5,2,4,2,5,5,6,3
" ","Gentofte",4,4,3,4,3,1,4,4,6,5
" ","Gladsaxe",3,7,5,3,5,7,10,6,5,9
" ","Glostrup",2,4,2,2,2,3,2,9,1,2
" ","Herlev",3,6,1,2,2,1,5,8,0,4
" ","Hvidovre",6,9,10,3,3,5,9,9,5,6
" ","Høje-Taastrup",7,6,9,12,4,10,6,9,6,5
" ","Ishøj",5,5,3,4,6,3,4,2,3,8
" ","Lyngby-Taarbæk",4,4,3,2,4,3,9,4,8,5
" ","Rødovre",7,4,2,5,5,5,6,9,4,4
" ","Vallensbæk",3,2,1,1,1,2,1,0,2,1
" ","Allerød",1,2,1,4,1,0,0,0,2,1
" ","Egedal",1,2,3,0,1,1,3,3,1,3
" ","Fredensborg",3,4,3,8,5,3,2,4,4,4
" ","Frederikssund",4,3,7,3,2,4,3,3,5,3
" ","Furesø",2,0,3,2,0,2,1,3,5,3
" ","Gribskov",2,1,3,0,4,5,4,5,8,3
" ","Halsnæs",5,1,4,5,5,5,1,6,4,3
" ","Helsingør",4,9,7,5,11,8,8,5,10,9
" ","Hillerød",4,4,4,5,7,4,4,8,4,11
" ","Hørsholm",1,1,1,1,3,1,1,2,4,0
" ","Rudersdal",3,0,0,3,3,4,3,6,6,2
" ","Bornholm",13,5,8,10,9,6,12,11,9,7
" ","Christiansø",0,0,0,0,0,0,0,0,0,0
" ","Region Sjælland",109,98,93,92,101,93,113,144,124,108
" ","Greve",3,6,5,6,3,5,5,5,5,2
" ","Køge",11,3,3,4,7,5,5,3,4,6
" ","Lejre",3,3,3,3,1,1,1,1,1,1
" ","Roskilde",8,6,7,2,7,8,5,7,6,5
" ","Solrød",2,1,0,1,1,3,0,0,2,3
" ","Faxe",4,3,4,6,3,2,7,3,8,5
" ","Guldborgsund",6,11,13,13,14,14,13,24,17,13
" ","Holbæk",7,7,12,5,9,4,8,12,6,10
" ","Kalundborg",7,3,8,7,7,5,9,10,7,4
" ","Lolland",8,14,9,9,11,10,13,20,14,12
" ","Næstved",13,12,3,11,6,7,12,11,14,8
" ","Odsherred",10,10,3,1,3,5,4,2,5,5
" ","Ringsted",4,1,2,2,4,4,5,7,3,3
" ","Slagelse",15,8,8,13,10,11,15,23,15,14
" ","Sorø",1,1,4,1,4,2,1,3,6,3
" ","Stevns",2,0,4,1,2,5,4,3,3,3
" ","Vordingborg",5,9,5,7,9,2,6,10,8,11
" ","Region Syddanmark",178,131,162,145,141,159,133,178,180,161
" ","Assens",4,2,5,1,2,5,6,4,5,7
" ","Faaborg-Midtfyn",3,8,4,7,8,5,3,12,5,2
" ","Kerteminde",5,3,2,3,2,3,2,4,1,1
" ","Langeland",0,1,3,1,0,1,0,1,4,1
" ","Middelfart",6,2,1,3,4,3,0,2,3,3
" ","Nordfyns",1,3,1,1,4,3,3,6,4,4
" ","Nyborg",9,5,8,5,1,3,7,3,3,3
" ","Odense",34,24,32,32,32,32,24,33,24,29
" ","Svendborg",13,6,4,12,6,5,5,7,16,8
" ","Ærø",0,1,1,2,1,0,0,0,1,0
" ","Billund",3,3,0,1,2,3,3,3,3,1
" ","Esbjerg",14,9,19,10,12,18,15,19,19,21
" ","Fanø",0,0,0,0,0,0,0,1,0,0
" ","Fredericia",10,6,5,1,8,9,6,12,11,5
" ","Haderslev",6,11,8,6,9,10,10,12,8,9
" ","Kolding",11,15,12,9,9,10,14,13,18,18
" ","Sønderborg",14,6,13,11,8,18,11,9,8,10
" ","Tønder",7,4,6,3,4,1,2,4,10,7
" ","Varde",3,3,6,8,8,6,8,2,9,5
" ","Vejen",7,6,10,8,4,5,5,5,6,5
" ","Vejle",12,7,8,8,8,12,3,17,16,14
" ","Aabenraa",16,6,14,13,9,7,6,9,6,8
" ","Region Midtjylland",111,101,140,123,131,111,134,165,128,116
" ","Favrskov",1,3,1,3,1,2,5,2,3,3
" ","Hedensted",3,1,2,4,2,3,6,3,7,1
" ","Horsens",11,10,9,12,21,14,11,15,14,11
" ","Norddjurs",0,4,7,5,9,6,4,5,4,5
" ","Odder",0,0,0,0,0,1,1,2,0,2
" ","Randers",13,13,14,12,13,8,12,13,14,5
" ","Samsø",1,1,0,1,0,1,0,0,0,0
" ","Silkeborg",7,8,7,10,10,6,9,10,5,11
" ","Skanderborg",4,1,1,1,4,2,3,2,2,2
" ","Syddjurs",2,4,3,4,2,3,3,3,4,4
" ","Aarhus",28,22,31,31,18,25,24,27,26,22
" ","Herning",12,12,15,8,11,17,10,26,19,14
" ","Holstebro",5,4,4,5,4,6,9,9,5,9
" ","Ikast-Brande",2,3,4,6,14,5,9,9,7,2
" ","Lemvig",3,2,4,0,2,0,1,2,2,3
" ","Ringkøbing-Skjern",4,3,7,4,9,2,6,6,3,2
" ","Skive",4,6,15,5,7,1,7,8,6,4
" ","Struer",4,0,5,5,1,1,5,6,2,1
" ","Viborg",7,4,11,7,3,8,9,17,5,15
" ","Region Nordjylland",66,61,63,53,59,60,64,75,86,73
" ","Brønderslev",4,6,2,2,1,5,6,6,5,5
" ","Frederikshavn",9,2,7,8,8,9,10,13,14,6
" ","Hjørring",7,12,9,9,8,8,5,11,9,7
" ","Jammerbugt",6,3,4,0,3,2,9,2,6,8
" ","Læsø",0,0,0,0,0,0,0,1,0,0
" ","Mariagerfjord",7,3,4,4,6,7,3,5,6,4
" ","Morsø",3,4,2,2,7,5,0,3,3,6
" ","Rebild",3,1,2,2,3,0,0,3,5,2
" ","Thisted",7,3,5,7,2,3,5,3,7,5
" ","Vesthimmerlands",3,2,6,7,6,2,3,1,5,4
" ","Aalborg",17,25,22,12,15,19,23,27,26,26
"Offenses against property, total"
" ","All Denmark",18847,18010,16728,15490,12865,12880,12644,13966,13493,13501
" ","Region Hovedstaden",6393,6134,5849,5357,4636,4588,4648,5117,5103,5050
" ","Copenhagen",2660,2499,2416,2293,1832,1831,1911,2170,2038,2035
" ","Frederiksberg",285,288,261,232,196,221,242,240,232,242
" ","Dragør",13,18,20,21,17,20,13,14,17,17
" ","Tårnby",142,127,117,145,92,102,87,125,122,121
" ","Albertslund",142,146,127,119,108,97,108,117,99,106
" ","Ballerup",197,192,155,105,127,98,141,130,118,119
" ","Brøndby",178,226,232,163,176,154,166,146,170,185
" ","Gentofte",136,133,126,116,113,143,121,136,135,138
" ","Gladsaxe",233,211,244,188,182,196,165,195,167,186
" ","Glostrup",100,113,95,100,76,68,65,66,103,97
" ","Herlev",98,107,86,95,82,75,87,74,54,63
" ","Hvidovre",205,208,202,177,154,156,143,143,166,160
" ","Høje-Taastrup",220,220,219,188,179,173,168,212,163,163
" ","Ishøj",145,98,106,119,110,97,92,78,92,90
" ","Lyngby-Taarbæk",146,120,120,89,91,113,106,100,97,110
" ","Rødovre",185,155,145,109,116,94,114,126,140,142
" ","Vallensbæk",45,46,36,38,38,28,28,36,34,34
" ","Allerød",31,32,36,24,24,19,20,27,20,21
" ","Egedal",76,60,72,69,53,52,51,57,76,59
" ","Fredensborg",115,135,92,94,70,64,75,80,92,80
" ","Frederikssund",136,132,114,124,103,83,72,92,126,101
" ","Furesø",81,82,95,72,77,55,57,63,87,59
" ","Gribskov",103,100,77,74,88,76,65,59,102,97
" ","Halsnæs",126,116,109,83,77,71,80,76,94,78
" ","Helsingør",226,246,216,187,156,211,157,228,244,206
" ","Hillerød",136,118,103,119,112,117,104,137,136,162
" ","Hørsholm",35,28,26,38,22,32,50,29,33,39
" ","Rudersdal",71,70,93,69,85,60,75,90,79,93
" ","Bornholm",127,108,109,107,80,82,85,71,67,47
" ","Christiansø",0,0,0,0,0,0,0,0,0,0
" ","Region Sjælland",2971,2801,2589,2548,1833,1980,1988,2224,1859,1793
" ","Greve",159,183,170,145,107,126,110,121,101,127
" ","Køge",214,205,175,154,115,134,116,157,143,124
" ","Lejre",73,53,53,47,26,43,48,49,59,32
" ","Roskilde",254,272,250,217,146,190,164,186,160,183
" ","Solrød",62,55,32,49,30,29,36,33,33,37
" ","Faxe",123,88,94,119,71,75,79,79,85,66
" ","Guldborgsund",236,246,260,248,172,176,214,225,150,144
" ","Holbæk",240,230,189,192,145,161,132,172,141,132
" ","Kalundborg",202,181,125,144,84,115,101,133,104,110
" ","Lolland",221,169,157,184,177,158,169,174,130,137
" ","Næstved",311,264,246,310,186,176,158,196,173,166
" ","Odsherred",124,112,85,87,67,102,74,91,57,70
" ","Ringsted",103,96,105,110,74,66,79,70,66,59
" ","Slagelse",359,296,324,275,204,215,266,304,277,209
" ","Sorø",83,103,91,73,65,77,87,88,56,61
" ","Stevns",41,55,55,52,45,30,32,31,34,46
" ","Vordingborg",166,193,178,142,119,107,123,115,90,90
" ","Region Syddanmark",4025,3859,3533,3313,2789,2609,2396,2784,2706,2589
" ","Assens",108,70,82,79,70,60,62,89,84,72
" ","Faaborg-Midtfyn",106,137,120,112,87,98,69,88,69,65
" ","Kerteminde",59,74,45,51,24,39,36,40,37,37
" ","Langeland",29,25,22,30,20,17,17,28,29,24
" ","Middelfart",88,79,59,72,74,50,41,67,62,62
" ","Nordfyns",62,96,64,62,61,51,55,67,52,43
" ","Nyborg",108,96,87,85,65,59,44,58,61,53
" ","Odense",881,911,769,724,612,570,485,563,503,523
" ","Svendborg",231,230,199,170,120,120,100,139,105,122
" ","Ærø",10,11,10,7,9,7,4,3,6,6
" ","Billund",68,47,44,38,26,25,27,33,46,34
" ","Esbjerg",372,368,392,342,283,280,326,292,284,303
" ","Fanø",9,6,8,7,8,6,4,5,7,7
" ","Fredericia",239,197,167,183,160,132,152,150,170,139
" ","Haderslev",208,190,195,192,160,169,125,155,139,160
" ","Kolding",314,275,232,240,204,179,173,215,236,202
" ","Sønderborg",242,202,226,188,178,191,140,167,170,147
" ","Tønder",134,114,107,82,81,73,82,112,91,63
" ","Varde",127,115,103,105,73,85,78,78,83,88
" ","Vejen",120,115,103,84,90,75,56,74,62,81
" ","Vejle",334,309,336,300,259,186,193,236,303,263
" ","Aabenraa",176,192,163,160,125,137,127,125,107,95
" ","Region Midtjylland",3786,3504,3158,2833,2442,2503,2479,2643,2664,2840
" ","Favrskov",108,91,94,71,72,67,66,65,66,55
" ","Hedensted",91,93,56,89,57,57,46,65,92,68
" ","Horsens",284,257,246,250,149,211,193,182,222,219
" ","Norddjurs",120,99,87,88,74,89,84,74,71,77
" ","Odder",26,33,41,29,22,29,34,21,20,20
" ","Randers",382,329,280,311,258,249,240,237,289,273
" ","Samsø",4,9,3,2,1,4,2,5,5,10
" ","Silkeborg",254,225,208,140,180,168,133,172,155,168
" ","Skanderborg",91,75,74,79,42,53,57,37,62,60
" ","Syddjurs",106,91,70,67,41,52,51,53,62,62
" ","Aarhus",1264,1191,1058,924,749,793,875,857,824,982
" ","Herning",211,222,262,186,196,191,156,197,209,198
" ","Holstebro",153,143,104,122,106,100,96,118,98,114
" ","Ikast-Brande",94,89,79,58,71,66,73,70,72,71
" ","Lemvig",43,39,23,21,28,22,21,25,28,27
" ","Ringkøbing-Skjern",117,116,87,77,78,60,67,85,73,78
" ","Skive",128,104,107,81,85,63,75,92,76,97
" ","Struer",56,40,44,35,56,31,17,50,42,31
" ","Viborg",254,258,235,203,177,198,193,238,198,230
" ","Region Nordjylland",1672,1712,1599,1439,1165,1200,1133,1198,1161,1229
" ","Brønderslev",90,89,91,81,78,75,73,71,67,64
" ","Frederikshavn",161,132,113,121,112,122,122,116,94,123
" ","Hjørring",166,172,180,161,145,139,109,102,130,125
" ","Jammerbugt",91,83,95,76,65,68,60,59,60,66
" ","Læsø",3,5,1,2,1,2,2,2,0,2
" ","Mariagerfjord",97,127,126,91,91,74,71,81,85,105
" ","Morsø",55,42,41,34,25,55,31,32,39,35
" ","Rebild",55,63,49,45,30,41,32,40,36,29
" ","Thisted",99,102,89,90,68,82,76,94,73,64
" ","Vesthimmerlands",111,111,103,99,69,64,64,64,77,67
" ","Aalborg",744,786,711,639,481,478,493,537,500,549
"Forgery"
" ","All Denmark",406,322,309,311,384,244,182,259,241,225
" ","Region Hovedstaden",136,118,121,97,209,101,71,82,88,73
" ","Copenhagen",51,45,44,34,65,44,34,32,32,22
" ","Frederiksberg",12,5,6,5,6,3,3,2,8,4
" ","Dragør",0,0,0,0,1,0,0,0,0,0
" ","Tårnby",5,2,3,5,0,1,1,1,3,0
" ","Albertslund",1,1,4,4,12,5,0,2,0,3
" ","Ballerup",3,4,1,1,9,2,0,6,1,0
" ","Brøndby",2,6,1,5,19,2,4,1,1,2
" ","Gentofte",7,5,2,3,3,3,1,4,2,2
" ","Gladsaxe",4,4,11,2,12,7,5,5,1,4
" ","Glostrup",2,1,2,0,3,0,2,0,1,1
" ","Herlev",0,0,1,2,7,2,0,2,1,0
" ","Hvidovre",2,3,5,3,9,2,3,0,5,2
" ","Høje-Taastrup",4,5,2,8,8,5,2,5,3,3
" ","Ishøj",2,1,4,1,9,7,2,1,2,5
" ","Lyngby-Taarbæk",5,1,3,1,2,1,2,4,0,1
" ","Rødovre",4,4,3,2,6,2,2,1,6,1
" ","Vallensbæk",1,1,0,1,5,1,2,0,2,0
" ","Allerød",1,1,2,0,2,0,0,0,0,0
" ","Egedal",2,0,2,1,2,0,0,0,3,1
" ","Fredensborg",4,5,3,1,4,0,0,4,3,3
" ","Frederikssund",5,5,2,0,1,1,0,0,2,5
" ","Furesø",3,2,0,1,8,1,0,1,2,2
" ","Gribskov",3,2,1,1,2,1,1,0,1,3
" ","Halsnæs",1,0,5,3,0,0,1,2,1,2
" ","Helsingør",5,8,9,5,5,3,2,3,3,2
" ","Hillerød",4,3,2,4,4,4,0,0,1,2
" ","Hørsholm",1,3,2,0,0,1,0,1,2,1
" ","Rudersdal",1,1,0,2,2,0,2,3,2,2
" ","Bornholm",1,0,1,2,3,3,2,2,0,0
" ","Christiansø",0,0,0,0,0,0,0,0,0,0
" ","Region Sjælland",67,50,54,50,45,37,27,36,33,28
" ","Greve",4,2,4,4,4,6,3,2,3,2
" ","Køge",8,3,2,4,7,2,0,3,4,2
" ","Lejre",0,1,1,1,1,3,1,0,0,0
" ","Roskilde",7,5,10,3,4,1,2,3,2,3
" ","Solrød",3,2,3,0,1,0,1,1,0,0
" ","Faxe",5,0,2,0,2,0,1,0,1,1
" ","Guldborgsund",5,6,4,4,3,2,2,4,2,4
" ","Holbæk",3,1,5,5,1,5,1,7,1,4
" ","Kalundborg",1,2,3,3,1,2,2,3,1,4
" ","Lolland",5,2,2,3,4,3,5,5,5,0
" ","Næstved",10,16,2,8,3,4,2,1,0,4
" ","Odsherred",1,2,1,1,2,0,2,0,2,0
" ","Ringsted",1,2,2,2,0,4,0,0,2,1
" ","Slagelse",6,3,10,6,6,3,2,3,5,2
" ","Sorø",1,1,1,2,0,0,2,1,1,1
" ","Stevns",3,0,1,2,2,1,0,0,0,0
" ","Vordingborg",4,2,1,2,4,1,1,3,4,0
" ","Region Syddanmark",95,56,46,70,48,48,32,63,48,43
" ","Assens",3,0,0,2,0,2,1,5,2,1
" ","Faaborg-Midtfyn",1,2,2,5,1,3,1,1,2,2
" ","Kerteminde",0,0,0,0,2,0,0,2,1,1
" ","Langeland",0,1,0,1,1,1,0,0,1,0
" ","Middelfart",2,1,1,4,1,0,0,2,2,1
" ","Nordfyns",0,0,1,0,2,3,1,4,1,1
" ","Nyborg",1,3,0,2,4,4,0,1,0,1
" ","Odense",15,8,6,13,8,18,6,21,9,5
" ","Svendborg",6,2,2,3,0,2,1,3,4,3
" ","Ærø",0,0,0,0,0,0,0,0,0,0
" ","Billund",1,1,1,0,1,1,0,0,2,0
" ","Esbjerg",8,3,4,6,6,0,3,4,3,3
" ","Fanø",0,1,0,0,1,0,0,0,0,0
" ","Fredericia",11,7,2,7,2,1,2,3,2,3
" ","Haderslev",3,2,4,2,1,3,2,4,1,7
" ","Kolding",19,2,5,5,4,0,4,2,2,1
" ","Sønderborg",4,3,3,3,2,3,0,2,1,1
" ","Tønder",5,1,2,1,1,1,0,2,2,1
" ","Varde",0,4,1,2,0,3,0,1,4,2
" ","Vejen",1,2,2,4,0,0,0,0,0,2
" ","Vejle",11,9,7,5,6,0,7,2,8,6
" ","Aabenraa",4,4,3,5,5,3,4,4,1,2
" ","Region Midtjylland",81,62,45,57,42,27,33,45,41,58
" ","Favrskov",4,1,1,2,0,1,2,6,0,2
" ","Hedensted",1,1,0,1,4,0,0,1,1,1
" ","Horsens",7,4,1,3,3,0,3,1,2,1
" ","Norddjurs",0,2,0,3,2,0,0,0,1,1
" ","Odder",1,2,1,0,0,1,0,0,0,2
" ","Randers",6,8,1,6,3,2,2,2,7,7
" ","Samsø",0,0,0,0,0,0,0,0,0,0
" ","Silkeborg",9,5,5,3,2,1,3,3,3,4
" ","Skanderborg",2,0,0,1,1,0,1,2,2,1
" ","Syddjurs",2,3,3,4,1,1,1,0,2,0
" ","Aarhus",29,18,21,24,11,12,9,14,10,26
" ","Herning",3,5,2,1,4,2,0,3,6,2
" ","Holstebro",2,0,3,2,4,1,1,1,1,1
" ","Ikast-Brande",5,3,2,0,3,0,2,2,0,0
" ","Lemvig",0,0,0,0,0,0,0,0,1,0
" ","Ringkøbing-Skjern",4,4,1,2,0,1,2,3,3,2
" ","Skive",3,2,1,4,2,0,0,4,1,3
" ","Struer",0,2,0,0,1,0,0,0,0,0
" ","Viborg",3,2,3,1,1,5,7,3,1,5
" ","Region Nordjylland",27,36,43,37,40,31,19,33,31,23
" ","Brønderslev",0,2,1,6,2,3,0,1,1,1
" ","Frederikshavn",3,1,3,4,4,6,3,3,1,3
" ","Hjørring",5,5,1,4,6,3,1,3,5,2
" ","Jammerbugt",0,3,3,1,1,0,2,6,1,1
" ","Læsø",0,0,1,0,0,0,0,0,0,0
" ","Mariagerfjord",3,4,5,3,1,3,1,0,3,1
" ","Morsø",0,0,2,0,2,1,0,0,0,0
" ","Rebild",0,0,1,0,1,0,0,0,2,1
" ","Thisted",0,3,3,1,2,2,3,1,2,3
" ","Vesthimmerlands",2,3,2,3,2,0,4,2,2,0
" ","Aalborg",14,15,21,15,19,13,5,17,14,11
"Cheque forgery"
" ","All Denmark",8,3,9,4,2,4,3,0,0,0
" ","Region Hovedstaden",6,0,2,2,1,1,1,0,0,0
" ","Copenhagen",5,0,1,1,1,1,1,0,0,0
" ","Frederiksberg",0,0,0,0,0,0,0,0,0,0
" ","Dragør",0,0,0,0,0,0,0,0,0,0
" ","Tårnby",0,0,0,0,0,0,0,0,0,0
" ","Albertslund",0,0,0,1,0,0,0,0,0,0
" ","Ballerup",0,0,0,0,0,0,0,0,0,0
" ","Brøndby",0,0,0,0,0,0,0,0,0,0
" ","Gentofte",0,0,0,0,0,0,0,0,0,0
" ","Gladsaxe",0,0,0,0,0,0,0,0,0,0
" ","Glostrup",0,0,0,0,0,0,0,0,0,0
" ","Herlev",0,0,0,0,0,0,0,0,0,0
" ","Hvidovre",0,0,0,0,0,0,0,0,0,0
" ","Høje-Taastrup",0,0,0,0,0,0,0,0,0,0
" ","Ishøj",0,0,0,0,0,0,0,0,0,0
" ","Lyngby-Taarbæk",1,0,0,0,0,0,0,0,0,0
" ","Rødovre",0,0,0,0,0,0,0,0,0,0
" ","Vallensbæk",0,0,0,0,0,0,0,0,0,0
" ","Allerød",0,0,0,0,0,0,0,0,0,0
" ","Egedal",0,0,0,0,0,0,0,0,0,0
" ","Fredensborg",0,0,0,0,0,0,0,0,0,0
" ","Frederikssund",0,0,0,0,0,0,0,0,0,0
" ","Furesø",0,0,1,0,0,0,0,0,0,0
" ","Gribskov",0,0,0,0,0,0,0,0,0,0
" ","Halsnæs",0,0,0,0,0,0,0,0,0,0
" ","Helsingør",0,0,0,0,0,0,0,0,0,0
" ","Hillerød",0,0,0,0,0,0,0,0,0,0
" ","Hørsholm",0,0,0,0,0,0,0,0,0,0
" ","Rudersdal",0,0,0,0,0,0,0,0,0,0
" ","Bornholm",0,0,0,0,0,0,0,0,0,0
" ","Christiansø",0,0,0,0,0,0,0,0,0,0
" ","Region Sjælland",0,0,0,0,0,0,0,0,0,0
" ","Greve",0,0,0,0,0,0,0,0,0,0
" ","Køge",0,0,0,0,0,0,0,0,0,0
" ","Lejre",0,0,0,0,0,0,0,0,0,0
" ","Roskilde",0,0,0,0,0,0,0,0,0,0
" ","Solrød",0,0,0,0,0,0,0,0,0,0
" ","Faxe",0,0,0,0,0,0,0,0,0,0
" ","Guldborgsund",0,0,0,0,0,0,0,0,0,0
" ","Holbæk",0,0,0,0,0,0,0,0,0,0
" ","Kalundborg",0,0,0,0,0,0,0,0,0,0
" ","Lolland",0,0,0,0,0,0,0,0,0,0
" ","Næstved",0,0,0,0,0,0,0,0,0,0
" ","Odsherred",0,0,0,0,0,0,0,0,0,0
" ","Ringsted",0,0,0,0,0,0,0,0,0,0
" ","Slagelse",0,0,0,0,0,0,0,0,0,0
" ","Sorø",0,0,0,0,0,0,0,0,0,0
" ","Stevns",0,0,0,0,0,0,0,0,0,0
" ","Vordingborg",0,0,0,0,0,0,0,0,0,0
